"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000134077",392.458985663622,-0.100563420481621,0.0978944551261505,-1.02726370305684,0.304296308880054,0.410951983897575,"THUMPD3","25917","THUMP domain containing 3"
"ENSG00000162695",773.528445739752,-0.075736685670266,0.0737383755063812,-1.02710000254497,0.304373377483521,0.411015608929688,"SLC30A7","148867","solute carrier family 30 member 7"
"ENSG00000151006",7.3621320491164,-0.674812583102888,0.657042753492969,-1.02704516489292,0.304399197412644,0.411015608929688,"PRSS53","339105","serine protease 53"
"ENSG00000138400",4.09724952264627,0.935434807187288,0.910952335836842,1.02687568864726,0.304479003322636,0.411085704559272,"MDH1B","130752","malate dehydrogenase 1B"
"ENSG00000163159",488.068056106132,0.0900293554187404,0.0876869335923869,1.02671346494156,0.304555407042017,0.411151194374392,"VPS72","6944","vacuolar protein sorting 72 homolog"
"ENSG00000170044",7.94666810517515,-0.63820448672645,0.621760320594207,-1.02644775741966,0.304680576806784,0.411272870205361,"ZPLD1","131368","zona pellucida like domain containing 1"
"ENSG00000197763",98.5376086123417,-0.185402972479632,0.180633582719493,-1.02640367139008,0.30470134820005,0.411272870205361,"TXNRD3","114112","thioredoxin reductase 3"
"ENSG00000144649",0.857568005696602,-2.03048382218433,1.97938335710822,-1.02581635583254,0.304978155063799,0.411608795726215,"FAM198A","729085","family with sequence similarity 198 member A"
"ENSG00000174748",9516.99477653929,-0.0378706744148981,0.0369200319856034,-1.02574868921201,0.305010057639967,0.41161415891382,"RPL15","6138","ribosomal protein L15"
"ENSG00000005187",1.73059431883618,-1.44781684851208,1.41184355394722,-1.02547966059291,0.305136917649873,0.411747655404122,"ACSM3","6296","acyl-CoA synthetase medium chain family member 3"
"ENSG00000116213",196.349812421993,0.139171501404472,0.135733801710196,1.02532677675688,0.305209025373212,0.411807252215545,"WRAP73","49856","WD repeat containing, antisense to TP73"
"ENSG00000173156",84.6057941567555,-0.204068266473064,0.199066380998583,-1.02512672129462,0.30530339868729,0.411896877503962,"RHOD","29984","ras homolog family member D"
"ENSG00000204851",4.75888782580426,-0.872288229147418,0.851782845744688,-1.02407348716304,0.305800566090849,0.412529862063793,"PNMA8B","57469","PNMA family member 8B"
"ENSG00000117480",1.69756814811968,-1.53330221754238,1.49783797056238,-1.02367695817371,0.305987882190704,0.412744774640911,"FAAH","2166","fatty acid amide hydrolase"
"ENSG00000102181",1534.73992573422,0.0572770642929695,0.0559941345531949,1.02291185942977,0.306349521679212,0.413144906328134,"CD99L2","83692","CD99 molecule like 2"
"ENSG00000079112",0.888008331166581,1.98898915732587,1.94447008319022,1.02289522195302,0.306357388866539,0.413144906328134,"CDH17","1015","cadherin 17"
"ENSG00000177688",0.509542883584797,-2.57614397781946,2.51897914909808,-1.02269364902915,0.306452715156681,0.413144906328134,"SUMO4","387082","small ubiquitin-like modifier 4"
"ENSG00000263761",0.509542883584797,-2.57614397781946,2.51897914909808,-1.02269364902915,0.306452715156681,0.413144906328134,"GDF2","2658","growth differentiation factor 2"
"ENSG00000126217",0.509542883584797,-2.57614397781946,2.51897914909808,-1.02269364902915,0.306452715156681,0.413144906328134,"MCF2L","23263","MCF.2 cell line derived transforming sequence like"
"ENSG00000131142",0.509542883584797,-2.57614397781946,2.51897914909808,-1.02269364902915,0.306452715156681,0.413144906328134,"CCL25","6370","C-C motif chemokine ligand 25"
"ENSG00000240230",217.917477479932,0.128476610745439,0.125732104994051,1.02182820172714,0.306862219059693,0.413659140629448,"COX19","90639","cytochrome c oxidase assembly factor COX19"
"ENSG00000168395",181.956423753371,0.142381640336726,0.139450363259002,1.02102021830004,0.307244859782139,0.414137071837311,"ING5","84289","inhibitor of growth family member 5"
"ENSG00000110713",2212.22320249282,-0.0513711083484937,0.0503187365409466,-1.02091411430195,0.307295131437029,0.414166954469038,"NUP98","4928","nucleoporin 98"
"ENSG00000167136",83.7324736432136,0.199832808279019,0.19581564336104,1.02051503571945,0.307484262054091,0.414380607128761,"ENDOG","2021","endonuclease G"
"ENSG00000137880",0.838323770582743,-2.03031954329465,1.98961016961892,-1.02046097989312,0.307509886020305,0.414380607128761,"GCHFR","2644","GTP cyclohydrolase I feedback regulator"
"ENSG00000114302",2396.87309911747,-0.052878623265485,0.0518417428588881,-1.02000087862438,0.307728044045828,0.414636671525637,"PRKAR2A","5576","protein kinase cAMP-dependent type II regulatory subunit alpha"
"ENSG00000276180",224.38131827193,-0.129401589343609,0.126888490157262,-1.01980557246156,0.307820679852287,0.414723574336138,"HIST1H4I","8294","histone cluster 1 H4 family member i"
"ENSG00000179397",4.95866937953213,0.818270255849561,0.803247857071243,1.01870207140433,0.308344428901732,0.415391242518623,"CATSPERE","257044","catsper channel auxiliary subunit epsilon"
"ENSG00000188739",14.7803162084467,0.488979256415407,0.480123454971559,1.01844484236741,0.308466600864866,0.415483024602041,"RBM34","23029","RNA binding motif protein 34"
"ENSG00000165675",176.024545246372,0.137339877256663,0.13485319571511,1.01843991555682,0.308468941185746,0.415483024602041,"ENOX2","10495","ecto-NOX disulfide-thiol exchanger 2"
"ENSG00000175264",9.29821801331184,0.5878420668271,0.577650892190253,1.01764244593859,0.308847907933006,0.415955447968258,"CHST1","8534","carbohydrate sulfotransferase 1"
"ENSG00000166263",206.337708726295,-0.132148850697986,0.130166819089516,-1.01522685752278,0.309997700859978,0.417465836556501,"STXBP4","252983","syntaxin binding protein 4"
"ENSG00000163297",3687.27937494237,0.0464549210886898,0.0457750112808716,1.01485329634648,0.310175763829978,0.417667465265072,"ANTXR2","118429","ANTXR cell adhesion molecule 2"
"ENSG00000012124",4.78671687637279,0.826141265096123,0.814428219838363,1.01438192460974,0.310400545872449,0.417931960996543,"CD22","933","CD22 molecule"
"ENSG00000215912",2.46654945097095,1.20618616054047,1.18945704921394,1.01406449382732,0.310551978992376,0.41809765838948,"TTC34","100287898","tetratricopeptide repeat domain 34"
"ENSG00000135362",52.3187805223539,0.263098306100636,0.259614416953586,1.01341947488099,0.310859841085448,0.418473907372793,"PRR5L","79899","proline rich 5 like"
"ENSG00000189045",1.96769299992199,1.35870299696645,1.34112666837633,1.01310564393698,0.311009702743124,0.418637409720354,"ANKDD1B","728780","ankyrin repeat and death domain containing 1B"
"ENSG00000147570",2.36024646029749,-1.36618193198463,1.34904107413204,-1.0127059569803,0.311200631660723,0.418824775920907,"DNAJC5B","85479","DnaJ heat shock protein family (Hsp40) member C5 beta"
"ENSG00000105372",8873.48040315022,0.0439949124680039,0.043443386677053,1.01269527615448,0.311205734910425,0.418824775920907,"RPS19","6223","ribosomal protein S19"
"ENSG00000149582",320.41230764622,0.104176408682116,0.10293127947937,1.0120967038304,0.311491818256262,0.419171513646895,"TMEM25","84866","transmembrane protein 25"
"ENSG00000114125",1297.80584934582,0.0592859362241717,0.0585865041258298,1.01193845082205,0.311567483122171,0.419235055807044,"RNF7","9616","ring finger protein 7"
"ENSG00000010256",2463.85654287311,-0.0494242609838661,0.0488524099928131,-1.01170568639576,0.311678795848495,0.419346548586371,"UQCRC1","7384","ubiquinol-cytochrome c reductase core protein 1"
"ENSG00000129535",7.97598915860933,0.656059730862574,0.648871021753499,1.01107879511963,0.311978718507376,0.419702001911656,"NRL","4901","neural retina leucine zipper"
"ENSG00000187091",233.478046749757,0.1221472561988,0.120814138499549,1.01103445106515,0.311999941168687,0.419702001911656,"PLCD1","5333","phospholipase C delta 1"
"ENSG00000109736",1118.45493340414,0.0621796854023514,0.061518732379679,1.01074393111017,0.312139004915042,0.419850748785059,"MFSD10","10227","major facilitator superfamily domain containing 10"
"ENSG00000102390",322.099994629768,0.106456237878494,0.105333148385476,1.01066226074348,0.312178105581061,0.419865022819281,"PBDC1","51260","polysaccharide biosynthesis domain containing 1"
"ENSG00000015285",1.67083426264557,-1.45120468599021,1.43627619686744,-1.01039388465487,0.312306616576344,0.419999536007131,"WAS","7454","Wiskott-Aldrich syndrome"
"ENSG00000164418",301.329452833744,0.117123067065954,0.115995245591476,1.00972299742741,0.312628021147882,0.420393410189552,"GRIK2","2898","glutamate ionotropic receptor kainate type subunit 2"
"ENSG00000156299",205.782801738172,0.13510643256147,0.133832513425746,1.00951875671401,0.3127259107912,0.420486677606122,"TIAM1","7074","T cell lymphoma invasion and metastasis 1"
"ENSG00000073605",73.7421847437633,0.227687664279051,0.22574788733969,1.00859266929237,0.313170024473131,0.420972292590651,"GSDMB","55876","gasdermin B"
"ENSG00000241343",43.2655330481338,-0.280869204272596,0.278477194915656,-1.00858960590171,0.31317149423878,0.420972292590651,"RPL36A","6173","ribosomal protein L36a"
"ENSG00000204301",8.81035979889404,0.62647394985102,0.62114024556017,1.00858695653514,0.313172765365986,0.420972292590651,"NOTCH4","4855","notch 4"
"ENSG00000110799",23.8522417376149,0.369255600650289,0.366659959286824,1.00707915139824,0.313896739190078,0.421906989711206,"VWF","7450","von Willebrand factor"
"ENSG00000277775",0.863988911245929,-2.06357329450261,2.04997583884169,-1.00663298337633,0.31411117805572,0.422156715501112,"HIST1H3F","8968","histone cluster 1 H3 family member f"
"ENSG00000141576",64.2376131009139,-0.227969065985261,0.226547278209827,-1.00627589872926,0.314282870753279,0.422348951323227,"RNF157","114804","ring finger protein 157"
"ENSG00000138621",87.4578523652495,-0.191912290126123,0.190837900507805,-1.00562985452816,0.314593657189728,0.422728056132587,"PPCDC","60490","phosphopantothenoylcysteine decarboxylase"
"ENSG00000248712",4.39036925728579,-0.848650207429485,0.844068397082758,-1.00542824534429,0.314690684782759,0.422819884431425,"CCDC153","283152","coiled-coil domain containing 153"
"ENSG00000137869",1.40923847763018,1.60806940811788,1.60048952936594,1.00473597522062,0.315024000404767,0.423229144755283,"CYP19A1","1588","cytochrome P450 family 19 subfamily A member 1"
"ENSG00000258881",1.64516912198239,-1.43254177102313,1.42612036067054,-1.00450271276512,0.315136364322835,0.423312193557858,NA,NA,NA
"ENSG00000184144",0.546929244360764,-2.65723675781561,2.64552033197115,-1.00442877936067,0.315171983980891,0.423312193557858,"CNTN2","6900","contactin 2"
"ENSG00000183230",0.546929244360764,-2.65723675781561,2.64552033197115,-1.00442877936067,0.315171983980891,0.423312193557858,"CTNNA3","29119","catenin alpha 3"
"ENSG00000273291",0.497821663472016,-2.54544570387842,2.53730607578464,-1.00320798037394,0.315760523342134,0.423870898352889,NA,NA,NA
"ENSG00000145087",0.497821663472016,-2.54544570387842,2.53730607578464,-1.00320798037394,0.315760523342134,0.423870898352889,"STXBP5L","9515","syntaxin binding protein 5 like"
"ENSG00000158516",0.497821663472016,-2.54544570387842,2.53730607578464,-1.00320798037394,0.315760523342134,0.423870898352889,"CPA2","1358","carboxypeptidase A2"
"ENSG00000154493",0.497821663472016,-2.54544570387842,2.53730607578464,-1.00320798037394,0.315760523342134,0.423870898352889,"C10orf90","118611","chromosome 10 open reading frame 90"
"ENSG00000124103",0.497821663472016,-2.54544570387842,2.53730607578464,-1.00320798037394,0.315760523342134,0.423870898352889,"FAM209A","200232","family with sequence similarity 209 member A"
"ENSG00000181781",0.497821663472016,-2.54544570387842,2.53730607578464,-1.00320798037394,0.315760523342134,0.423870898352889,"ODF3L2","284451","outer dense fiber of sperm tails 3 like 2"
"ENSG00000106327",2.79939992277367,1.11023440819007,1.10706978706756,1.00285855612671,0.315929111291924,0.42405858308018,"TFR2","7036","transferrin receptor 2"
"ENSG00000099785",266.342374586712,-0.114256462773803,0.11393863640763,-1.00278945207871,0.315962459164066,0.424064722990621,"MARCH2","51257","membrane associated ring-CH-type finger 2"
"ENSG00000127080",116.895224308381,-0.169782244095321,0.169436677047441,-1.00203950557755,0.316324513075006,0.424511989956241,"IPPK","64768","inositol-pentakisphosphate 2-kinase"
"ENSG00000136011",1.71245219317407,-1.3959202239346,1.39349285889798,-1.00174192857977,0.316468250636969,0.424666218509301,"STAB2","55576","stabilin 2"
"ENSG00000225556",2.42164007519391,1.21303429891438,1.21178797836171,1.0010284972082,0.316813031391809,0.425086228189681,"C2CD4D","100191040","C2 calcium dependent domain containing 4D"
"ENSG00000171217",3.8794085614246,0.957502717584778,0.95657013990402,1.00097491824369,0.31683893450018,0.425086228189681,"CLDN20","49861","claudin 20"
"ENSG00000156500",36.7689519675627,0.302021642238307,0.301749029053425,1.00090344345345,0.316873491627844,0.425093894011575,"FAM122C","159091","family with sequence similarity 122C"
"ENSG00000131165",1588.34007953804,0.055842287179708,0.0557961014783537,1.00082775857328,0.316910086974019,0.425104292511431,"CHMP1A","5119","charged multivesicular body protein 1A"
"ENSG00000163694",19.6386071126526,0.399651816185472,0.399598522290236,1.00013336859939,0.317245969573647,0.425516117544268,"RBM47","54502","RNA binding motif protein 47"
"ENSG00000197417",35.5434107237894,-0.295963618821696,0.295990416312581,-0.99990946500492,0.317354323482955,0.42561961682598,"SHPK","23729","sedoheptulokinase"
"ENSG00000100473",1.7690827890639,-1.4021734594381,1.4023774060032,-0.999854570842182,0.317380892177875,0.42561961682598,"COCH","1690","cochlin"
"ENSG00000102890",12.3021668115137,-0.514475607024549,0.515638930122362,-0.997743919184813,0.318403550487665,0.426952190618433,"ELMO3","79767","engulfment and cell motility 3"
"ENSG00000197061",1.40281757208086,1.66095014657814,1.665653457308,0.99717629696068,0.318678944105752,0.427282594453291,"HIST1H4C","8364","histone cluster 1 H4 family member c"
"ENSG00000139263",334.076026182581,-0.100929531140072,0.101305159215447,-0.996292113074162,0.319108234743514,0.427819263499492,"LRIG3","121227","leucine rich repeats and immunoglobulin like domains 3"
"ENSG00000125449",140.06413356149,0.167039568283026,0.167701669270816,0.996051911762898,0.31922492309015,0.427936776105387,"ARMC7","79637","armadillo repeat containing 7"
"ENSG00000169093",416.966581140867,0.094711684774358,0.0951173814150112,0.995734779126403,0.319379026977412,0.428096877470149,"ASMTL","8623","acetylserotonin O-methyltransferase like"
"ENSG00000075234",838.953244084893,-0.0685044804977465,0.0688012483957842,-0.995686591377957,0.319402447052636,0.428096877470149,"TTC38","55020","tetratricopeptide repeat domain 38"
"ENSG00000184160",5.11256755138787,-0.784824728366665,0.788330888469552,-0.995552425822495,0.319467659741879,0.428145345937602,"ADRA2C","152","adrenoceptor alpha 2C"
"ENSG00000126243",248.188949861166,-0.11551844832058,0.116066514882743,-0.995277995874034,0.319601076661323,0.428285203476503,"LRFN3","79414","leucine rich repeat and fibronectin type III domain containing 3"
"ENSG00000187796",42.7179374222416,-0.266414816260382,0.26790739243574,-0.994428760767711,0.320014171869352,0.428799787708928,"CARD9","64170","caspase recruitment domain family member 9"
"ENSG00000225973",49.9928588375853,0.252775756883053,0.25422313575628,0.994306659506338,0.320073594538412,0.428840421482465,"PIGBOS1","101928527","PIGB opposite strand 1"
"ENSG00000148288",28.8614869979245,0.337372916691597,0.339585955511117,0.993483126190571,0.320474569555204,0.429338624316389,"GBGT1","26301","globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)"
"ENSG00000105048",2.80384731459849,-1.10056873850164,1.10866175960962,-0.992700189180488,0.32085608272552,0.429810665988794,"TNNT1","7138","troponin T1, slow skeletal type"
"ENSG00000160867",20.2144256210503,0.388960530483869,0.391862648629025,0.992594042439844,0.320907829235071,0.429840914956509,"FGFR4","2264","fibroblast growth factor receptor 4"
"ENSG00000133265",531.554104651345,-0.0816853688358956,0.0823005311170112,-0.992525415416324,0.320941287793982,0.429846664804408,"HSPBP1","23640","HSPA (Hsp70) binding protein 1"
"ENSG00000178307",338.815799984992,-0.10248926343359,0.10328456427292,-0.992299906138655,0.321051249095932,0.429954866803802,"TMEM11","8834","transmembrane protein 11"
"ENSG00000184206",5.89881156123624,0.757928312874136,0.764078777064752,0.991950484197136,0.321221680456656,0.430144023857005,"GOLGA6L4","643707","golgin A6 family-like 4"
"ENSG00000167604",26.7014162551957,0.337598733042113,0.340506384001049,0.991460803392963,0.321460622819692,0.430424880450316,"NFKBID","84807","NFKB inhibitor delta"
"ENSG00000171813",151.443661896861,0.149966606629184,0.151300808578904,0.991181792336394,0.3215968196471,0.430533949968089,"PWWP2B","170394","PWWP domain containing 2B"
"ENSG00000160679",696.308883841923,-0.0762131692018367,0.0768917976070907,-0.991174241903906,0.321600505848738,0.430533949968089,"CHTOP","26097","chromatin target of PRMT1"
"ENSG00000160310",1274.789976197,-0.0584953692362469,0.0590295616326614,-0.99095042582666,0.321709787772908,0.430641130989747,"PRMT2","3275","protein arginine methyltransferase 2"
"ENSG00000169136",388.349680965212,-0.0924553153232388,0.0934577105744499,-0.989274344031651,0.32252893305785,0.431698430243084,"ATF5","22809","activating transcription factor 5"
"ENSG00000118260",577.113593895326,-0.0796523980391639,0.0805286154474822,-0.989119179518371,0.322604834786586,0.43176081139527,"CREB1","1385","cAMP responsive element binding protein 1"
"ENSG00000143816",24.1323951922568,0.360258248166124,0.364264430138651,0.989001995141273,0.322662165517248,0.431798328828948,"WNT9A","7483","Wnt family member 9A"
"ENSG00000186952",3.50529444800173,0.941332160216996,0.952229227970961,0.988556255748225,0.32288029765779,0.432051010248821,"TMEM232","642987","transmembrane protein 232"
"ENSG00000140104",100.212483655885,0.177172136673352,0.17938482431361,0.987665134725166,0.323316675081739,0.432595656591437,"CLBA1","122616","clathrin binding box of aftiphilin containing 1"
"ENSG00000164532",2.68424000045191,1.07999257274493,1.0957718557432,0.985599846431932,0.324329513427557,0.433911435084907,"TBX20","57057","T-box 20"
"ENSG00000129521",2.6873694607527,1.08249565191769,1.09884278270533,0.985123321511567,0.324563499113428,0.434185063985995,"EGLN3","112399","egl-9 family hypoxia inducible factor 3"
"ENSG00000108001",30.6637858366502,0.325920247635778,0.330874371767848,0.985027174798698,0.324610722880665,0.434208824996845,"EBF3","253738","EBF transcription factor 3"
"ENSG00000152503",6.92075661632301,0.735091796536774,0.746882325273488,0.9842136728401,0.325010464461848,0.434704077070398,"TRIM36","55521","tripartite motif containing 36"
"ENSG00000117877",71.1729479194517,-0.228119924361287,0.231848795257118,-0.983916798481978,0.325156423418869,0.43485983378832,"CD3EAP","10849","CD3e molecule associated protein"
"ENSG00000146267",28.4594295832608,0.331428765103731,0.336910116696671,0.983730522411487,0.325248028246449,0.434942876353886,"FAXC","84553","failed axon connections homolog"
"ENSG00000163166",1044.0471734974,0.0644676980338512,0.0656646849292504,0.981771223044946,0.326212568170711,0.436193143685351,"IWS1","55677","IWS1, SUPT6H interacting protein"
"ENSG00000109762",457.638917495727,0.0908398688711061,0.0925561680426659,0.981456674278384,0.326367589823075,0.436360839953958,"SNX25","83891","sorting nexin 25"
"ENSG00000103343",130.550078574259,0.160670090994833,0.163798269671323,0.980902248340182,0.3266409486488,0.436686710920357,"ZNF174","7727","zinc finger protein 174"
"ENSG00000179902",0.827671295280882,-2.05067928730924,2.09086039809873,-0.98078249947915,0.326700010161631,0.436726054400192,"C1orf194","127003","chromosome 1 open reading frame 194"
"ENSG00000213204",3.54148212470977,-0.927355751067634,0.945627173262712,-0.9806779852444,0.326751563451274,0.43675535481089,NA,NA,NA
"ENSG00000234289",1.7732809941756,-1.45083336908779,1.47980629587794,-0.980421135610212,0.326878281022283,0.436885109794723,"H2BFS","54145","H2B histone family member S"
"ENSG00000001167",678.678533982465,0.0828613642204804,0.0845305727514664,0.98025319743315,0.326961151102701,0.436936379686585,"NFYA","4800","nuclear transcription factor Y subunit alpha"
"ENSG00000117266",2.31082817713142,2.43811035787373,2.48730111453928,0.980223240210843,0.326975935104041,0.436936379686585,"CDK18","5129","cyclin dependent kinase 18"
"ENSG00000171448",132.336439241954,0.157175269921768,0.160420791891043,0.979768694998847,0.327200308135051,0.437196567660415,"ZBTB26","57684","zinc finger and BTB domain containing 26"
"ENSG00000108528",723.842358616785,-0.0730739620638611,0.0746273557873456,-0.979184660811098,0.327488746345353,0.437542302931539,"SLC25A11","8402","solute carrier family 25 member 11"
"ENSG00000168488",1867.28679293544,-0.0576264786241035,0.0588651847255073,-0.978956897745587,0.327601276896904,0.437652974882756,"ATXN2L","11273","ataxin 2 like"
"ENSG00000129595",1.91965416384416,1.36418094507149,1.39403408402824,0.978585072417679,0.327785037992756,0.437858777298761,"EPB41L4A","64097","erythrocyte membrane protein band 4.1 like 4A"
"ENSG00000198208",6.61985670171142,-0.706134613399099,0.721951024652363,-0.978092127148265,0.328028761299113,0.438144633317594,"RPS6KL1","83694","ribosomal protein S6 kinase like 1"
"ENSG00000166562",222.098543551663,0.127488843103228,0.13049498461083,0.976963547552672,0.328587199206338,0.43883118073215,"SEC11C","90701","SEC11 homolog C, signal peptidase complex subunit"
"ENSG00000196371",119.292294683749,0.16342610708208,0.16728486410689,0.976933017548172,0.328602314463293,0.43883118073215,"FUT4","2526","fucosyltransferase 4"
"ENSG00000131061",83.6123725032877,0.208978233510795,0.213928444805199,0.976860434343308,0.328638251865518,0.438839408896802,"ZNF341","84905","zinc finger protein 341"
"ENSG00000165716",21.8130782288333,0.368863846829326,0.377637199515284,0.976767774209693,0.328684133461248,0.438860913113958,"DIPK1B","138311","divergent protein kinase domain 1B"
"ENSG00000160993",150.690471011692,0.149894699823818,0.153478669131961,0.97664842073225,0.328743238653882,0.438900068056971,"ALKBH4","54784","alkB homolog 4, lysine demethylase"
"ENSG00000185269",3.65189420718635,0.957531642377655,0.980885775391393,0.976190772055575,0.328969935317695,0.439149135159817,"NOTUM","147111","notum, palmitoleoyl-protein carboxylesterase"
"ENSG00000135625",1.44662483840615,1.54593719003195,1.58387506959075,0.976047429316122,0.329040961099838,0.439149135159817,"EGR4","1961","early growth response 4"
"ENSG00000140009",1.44662483840615,1.54593719003195,1.58387506959075,0.976047429316122,0.329040961099838,0.439149135159817,"ESR2","2100","estrogen receptor 2"
"ENSG00000181467",814.901750886901,0.0756635937240909,0.0775252440030843,0.975986527963468,0.329071140496493,0.439149135159817,"RAP2B","5912","RAP2B, member of RAS oncogene family"
"ENSG00000168938",538.952323125916,0.0847550212323473,0.086841731321561,0.975971113686265,0.329078779258042,0.439149135159817,"PPIC","5480","peptidylprolyl isomerase C"
"ENSG00000001629",1420.90895552716,0.0565701011327996,0.057992177418416,0.975478136036244,0.329323141864321,0.439435442715832,"ANKIB1","54467","ankyrin repeat and IBR domain containing 1"
"ENSG00000109501",1764.72207953751,0.0527448524661611,0.0540883812657499,0.975160491622264,0.329480656334357,0.439605822293659,"WFS1","7466","wolframin ER transmembrane glycoprotein"
"ENSG00000145332",317.447911412419,-0.101753227478735,0.104361218430456,-0.975009960683254,0.329555319112699,0.439646616586755,"KLHL8","57563","kelch like family member 8"
"ENSG00000158864",1218.19338550617,0.0589707309487047,0.060486378073008,0.974942339538433,0.329588862512876,0.439646616586755,"NDUFS2","4720","NADH:ubiquinone oxidoreductase core subunit S2"
"ENSG00000139908",16.6742794001738,-0.434944236443494,0.446133977394126,-0.974918429176832,0.329600723752684,0.439646616586755,"TSSK4","283629","testis specific serine kinase 4"
"ENSG00000125458",124.260020118488,-0.157584366561943,0.16165416629672,-0.974824034369111,0.329647552990933,0.439669288324015,"NT5C","30833","5', 3'-nucleotidase, cytosolic"
"ENSG00000126870",271.53310353351,0.1101261090654,0.113017933979025,0.974412689988103,0.329851671131101,0.439901721937397,"WDR60","55112","WD repeat domain 60"
"ENSG00000160345",46.8601884510982,0.262468485017535,0.269639815609225,0.973404036879763,0.330352533353838,0.440529825965334,"C9orf116","138162","chromosome 9 open reading frame 116"
"ENSG00000251493",1074.31439069599,0.0694422389001371,0.0713943439556178,0.97265742708282,0.330723590814796,0.440984735495201,"FOXD1","2297","forkhead box D1"
"ENSG00000109065",502.099575095498,0.0821208102172923,0.0844518047273163,0.972398523423502,0.330852326240746,0.441116481286061,"NAT9","26151","N-acetyltransferase 9 (putative)"
"ENSG00000132570",67.3165478706862,-0.216089177341462,0.22278394652511,-0.969949499108571,0.332071665180844,0.442702143956153,"PCBD2","84105","pterin-4 alpha-carbinolamine dehydratase 2"
"ENSG00000130921",355.101847137569,-0.0972495265976285,0.100340247502541,-0.969197595363379,0.3324466106244,0.44316191636961,"C12orf65","91574","chromosome 12 open reading frame 65"
"ENSG00000113615",1583.3203444606,-0.0551441198399279,0.0569044459441191,-0.969065227242175,0.332512645804988,0.443209855645647,"SEC24A","10802","SEC24 homolog A, COPII coat complex component"
"ENSG00000063854",380.493146274965,-0.096837268931102,0.0999458865880307,-0.968896992532146,0.332596586164388,0.443276953735431,"HAGH","3029","hydroxyacylglutathione hydrolase"
"ENSG00000062650",1215.49686828474,-0.0581500168214985,0.0600208867302243,-0.96882968562036,0.33263017264069,0.443276953735431,"WAPL","23063","WAPL cohesin release factor"
"ENSG00000143375",8.80401837725624,-0.592757731653434,0.611857785282656,-0.968783508049344,0.332653216739982,0.443276953735431,"CGN","57530","cingulin"
"ENSG00000187553",0.928686137191094,1.95529062161234,2.01911311852699,0.968390826482663,0.332849219181758,0.443498037455994,"CYP26C1","340665","cytochrome P450 family 26 subfamily C member 1"
"ENSG00000197183",492.033106779479,-0.0830710451302775,0.0858077131990038,-0.968106968864449,0.332990949835443,0.443646774423681,"NOL4L","140688","nucleolar protein 4 like"
"ENSG00000102878",3.91731119605668,0.875402099697598,0.904605287869362,0.967717203775641,0.333185623757594,0.443866014909105,"HSF4","3299","heat shock transcription factor 4"
"ENSG00000212124",3.69945866162795,0.961897176790498,0.994123862952128,0.967582826081721,0.333252757703619,0.443915323846343,"TAS2R19","259294","taste 2 receptor member 19"
"ENSG00000243317",1263.07354348947,0.0576031064243707,0.0595503321699504,0.967301177430505,0.333393495282024,0.444062660051195,"STMP1","647087","short transmembrane mitochondrial protein 1"
"ENSG00000168675",2.23139503463175,1.23032343137552,1.27257807217289,0.966796032619656,0.333646008169457,0.444358835026338,"LDLRAD4","753","low density lipoprotein receptor class A domain containing 4"
"ENSG00000021300",4.5805971352639,0.827810700342468,0.856364007326237,0.966657511596128,0.333715273910719,0.444410924992877,"PLEKHB1","58473","pleckstrin homology domain containing B1"
"ENSG00000149346",92.4988849993651,0.180882284378629,0.187251726665436,0.965984600514864,0.334051886826524,0.444798713127922,"SLX4IP","128710","SLX4 interacting protein"
"ENSG00000198157",48.3106402564923,0.244469763082879,0.253086147737496,0.965954736236476,0.334066831022728,0.444798713127922,"HMGN5","79366","high mobility group nucleosome binding domain 5"
"ENSG00000214360",0.47215652280883,-2.49205343962911,2.58009036344301,-0.965878356409032,0.334105053734301,NA,"EFCAB9","285588","EF-hand calcium binding domain 9"
"ENSG00000187550",0.47215652280883,-2.49205343962911,2.58009036344301,-0.965878356409032,0.334105053734301,NA,"SBK2","646643","SH3 domain binding kinase family member 2"
"ENSG00000100211",181.977447349201,0.129407621121129,0.133995376355122,0.965761839260533,0.334163367773632,0.444887056390947,"CBY1","25776","chibby family member 1, beta catenin antagonist"
"ENSG00000148488",3.36653010050666,0.960882059539903,0.995642003307945,0.965087909456858,0.334500782227678,0.445296046289542,"ST8SIA6","338596","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6"
"ENSG00000204936",0.831902865033415,-1.99455427403798,2.06733362738478,-0.964795545149202,0.334647227681776,0.445450762425399,"CD177","57126","CD177 molecule"
"ENSG00000136758",3695.41270398679,-0.0424399543133657,0.0440501853935942,-0.963445532275498,0.335323985744888,0.446311288892636,"YME1L1","10730","YME1 like 1 ATPase"
"ENSG00000255508",40.2727364328625,0.272744705709526,0.283216676477409,0.963024879402825,0.335535037962362,0.446551868294139,NA,NA,NA
"ENSG00000073464",78.5731475108124,-0.201028216567838,0.20878217950759,-0.962860992456157,0.335617287349538,0.446621000537923,"CLCN4","1183","chloride voltage-gated channel 4"
"ENSG00000106261",1787.00103711587,0.0559472127263621,0.0581118718260561,0.962750139830749,0.335672927940509,0.446654713975011,"ZKSCAN1","7586","zinc finger with KRAB and SCAN domains 1"
